"SASKAITOS_METAI","KREDITORIUS","KREDITORIAUS_NR","SUTARTIES_NR","SASKAITOS_DATA","SASKAITOS_NR","DK_DATA","TERMS_DATE","TREMINAS","VALIUTA","INVOICE_TYPE_LOOKUP_CODE","FIN_SALTINIS","PRIEMONE","SAMATA","EKON_KLAS","ASIGNAV_VALDYTOJAS","ASIGN_VALD_APRASAS","EILUTES_SUMA","APMOKETA_SUMA","SKOLOS_SUMA","SKOLOS_SUMA_ES","DEPARTAMENTAS"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-30T00:00","BHK0096431","2022-12-30T00:00","2022-12-30T00:00","20 dienų","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",6.97,0,6.97,,"Administracija EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-30T00:00","BHK0096431/1","2022-12-30T00:00","2022-12-30T00:00","20 dienų","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.1.","188710061","Vilniaus miesto savivaldybės administracija",75.65,0,75.65,,"Administracija EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-30T00:00","BHK0096431/1","2022-12-30T00:00","2022-12-30T00:00","20 dienų","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.1.","188710061","Vilniaus miesto savivaldybės administracija",360.23,0,360.23,,"Administracija EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-30T00:00","BHK0096431/2","2022-12-30T00:00","2022-12-30T00:00","20 dienų","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.3.","188710061","Vilniaus miesto savivaldybės administracija",0.48,0,0.48,,"Administracija EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-30T00:00","BHK0096431/2","2022-12-30T00:00","2022-12-30T00:00","20 dienų","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.3.","188710061","Vilniaus miesto savivaldybės administracija",2.28,0,2.28,,"Administracija EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-30T00:00","BHK0096431/3","2022-12-30T00:00","2022-12-30T00:00","20 dienų","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",4.88,0,4.88,,"Administracija EUR"
"2022","Baltisches Haus, UAB","111543781",,"2022-12-30T00:00","BHK0096431/3","2022-12-30T00:00","2022-12-30T00:00","20 dienų","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",23.29,0,23.29,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105225","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",96.21,0,96.21,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105225","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",458.14,0,458.14,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105226","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208020105","1000107","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",97.82,0,97.82,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105226","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208020105","1000107","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",465.82,0,465.82,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105227","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208020101","1000029","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",76.14,0,76.14,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105227","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208020101","1000029","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",362.58,0,362.58,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105229","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",874.93,0,874.93,,"Administracija EUR"
"2022","Biznio mašinų kompanija, UAB","122266912","A62-86/22","2022-12-30T00:00","BMKN0105229","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.21.","188710061","Vilniaus miesto savivaldybės administracija",4166.33,0,4166.33,,"Administracija EUR"
"2022","Būsto renovacijos agentūra, UAB","300599670","30-569/20","2022-12-30T00:00","BRA1995ADM","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","0233","202010101","6000120","2.7.2.1.1.1.F.","188710061","Savivaldybės administracija",11.77,0,11.77,,"Administracija EUR"
"2022","Būsto renovacijos agentūra, UAB","300599670","30-569/20","2022-12-30T00:00","BRA1995ADM","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","0233","202010101","6000120","2.7.2.1.1.1.F.","188710061","Savivaldybės administracija",56.05,0,56.05,,"Administracija EUR"
"2022","Ekobazė, UAB","300835462",,"2022-12-30T00:00","CRZ2212171","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","2M06","208020105","1000009","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",47.25,0,47.25,,"Administracija EUR"
"2022","Ekobazė, UAB","300835462",,"2022-12-30T00:00","CRZ2212171","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","2M06","208020105","1000009","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",225,0,225,,"Administracija EUR"
"2022","City Service Engineering, UAB","304605423",,"2022-12-30T00:00","CSE22 09766","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","01","201010102","4000151","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",219.44,83.3,136.14,,"Vilniaus Atgajos specialioji mokykla EUR"
"2022","City Service Engineering, UAB","304605423",,"2022-12-30T00:00","CSE2209789","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","01","201030105","4000115","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",102.57,0,102.57,,"Vilniaus „Vyturio“ pradinė mokykla EUR"
"2022","City Service Engineering, UAB","304605423",,"2022-12-30T00:00","CSE2211030","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","2M06","208020105","1000009","2.2.1.1.1.20.3.","188710061","Vilniaus miesto savivaldybės administracija",10.88,0,10.88,,"Administracija EUR"
"2022","City Service Engineering, UAB","304605423",,"2022-12-30T00:00","CSE2211030","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","2M06","208020105","1000009","2.2.1.1.1.20.3.","188710061","Vilniaus miesto savivaldybės administracija",2.28,0,2.28,,"Administracija EUR"
"2022","City Service Engineering, UAB","304605423","A64-69/21(3.1022E-AD24)","2022-12-30T00:00","CSE2211078","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",15.96,0,15.96,,"Administracija EUR"
"2022","City Service Engineering, UAB","304605423","A64-69/21(3.1022E-AD24)","2022-12-30T00:00","CSE2211078","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","208040102","8000012","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",75.98,0,75.98,,"Administracija EUR"
"2022","Dussmann Service, UAB","111617783","A64-467/19","2022-12-30T00:00","DUS2206328","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",4974.9,0,4974.9,,"Administracija EUR"
"2022","Dussmann Service, UAB","111617783","A64-467/19","2022-12-30T00:00","DUS2206328","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",1044.73,0,1044.73,,"Administracija EUR"
"2022","Dussmann Service, UAB","111617783","A64-100/21","2022-12-30T00:00","DUS2206627","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",11454,0,11454,,"Administracija EUR"
"2022","Dussmann Service, UAB","111617783","A64-100/21","2022-12-30T00:00","DUS2206627","2022-12-30T00:00","2022-12-30T00:00","90 dienų","EUR","STANDARD","01","208010102","1000118","2.2.1.1.1.30.K.","188710061","Vilniaus miesto savivaldybės administracija",2405.34,0,2405.34,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-30T00:00","EASS10665008","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",112.99,0.21,112.78,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-30T00:00","EASS10665008","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","01","208030202","1000132","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",538.05,0.99,537.06,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-30T00:00","EASS10665008/1","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",505.28,0,505.28,,"Administracija EUR"
"2022","ESO, AB (Energijos skirstymo operatorius, AB)","304151376",,"2022-12-30T00:00","EASS10665008/1","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","01","208010102","1000119","2.2.1.1.1.20.2.","188710061","Vilniaus miesto savivaldybės administracija",106.11,0,106.11,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-456/22","2022-12-30T00:00","EC6070","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",463.05,0,463.05,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-456/22","2022-12-30T00:00","EC6070","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2205,0,2205,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-454/22","2022-12-30T00:00","EC6071","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1979.88,0,1979.88,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-454/22","2022-12-30T00:00","EC6071","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",9428,0,9428,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-455/22","2022-12-30T00:00","EC6072","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",7035,0,7035,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-455/22","2022-12-30T00:00","EC6072","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1477.35,0,1477.35,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-265/21","2022-12-30T00:00","EC6073","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",149.1,0,149.1,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-265/21","2022-12-30T00:00","EC6073","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",710,0,710,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-266/21","2022-12-30T00:00","EC6074","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",225,0,225,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-266/21","2022-12-30T00:00","EC6074","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",47.25,0,47.25,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-457/22","2022-12-30T00:00","EC6075","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",480,0,480,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-457/22","2022-12-30T00:00","EC6075","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",100.8,0,100.8,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-6/21","2022-12-30T00:00","EC6076","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","06","203010306","3001111","2.2.1.1.1.12.","188710061","Savivaldybės administracija",465.57,0,465.57,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-6/21","2022-12-30T00:00","EC6076","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","06","203010306","3001111","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2217,0,2217,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-454/22","2022-12-30T00:00","EC6077","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",7224,0,7224,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-454/22","2022-12-30T00:00","EC6077","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1517.04,0,1517.04,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-455/22","2022-12-30T00:00","EC6078","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",786.24,0,786.24,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-455/22","2022-12-30T00:00","EC6078","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",3744,0,3744,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-457/22","2022-12-30T00:00","EC6079","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",672,0,672,,"Administracija EUR"
"2022","Economus, UAB","300582646","A62-457/22","2022-12-30T00:00","EC6079","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",141.12,0,141.12,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-266/21","2022-12-30T00:00","EC6081","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2548,0,2548,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-266/21","2022-12-30T00:00","EC6081","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",535.08,0,535.08,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-265/21","2022-12-30T00:00","EC6082","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",458.64,0,458.64,,"Administracija EUR"
"2022","Economus, UAB","300582646","A64-265/21","2022-12-30T00:00","EC6082","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060106","3000790","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2184,0,2184,,"Administracija EUR"
"2022","Ekopartneriai UAB","303997398",,"2022-12-30T00:00","EKP202206-21","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000570","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",48.4,0,48.4,,"BĮ Valakampių socialinių paslaugų namai EUR"
"2022","UAB Energijos serviso grupe","302782407",,"2022-12-30T00:00","EN 0000008172","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000560","2.2.1.1.1.20.1.","188710061","Savivaldybės administracija",101.71,100,1.71,,"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR"
"2022","Fabeta, UAB","121452287",,"2022-12-30T00:00","FAB Nr. 00018406","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.20.1.","188710061","Savivaldybės administracija",86.9,0,86.9,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","Fabeta, UAB","121452287",,"2022-12-30T00:00","FAB Nr. 00018406","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.30.K.","188710061","Savivaldybės administracija",27.23,0,27.23,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","Fabeta, UAB","121452287",,"2022-12-30T00:00","FAB Nr. 00018406","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","20","202020501","6000610","2.2.1.1.1.20.2.","188710061","Savivaldybės administracija",25.69,0,25.69,,"BĮ Vilniaus miesto socialinės paramos centras EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036968","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","61","207060101","3000415","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1353136.04,0,1353136.04,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036968","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","61","207060101","3000415","2.2.1.1.1.12.","188710061","Savivaldybės administracija",284158.57,0,284158.57,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036969","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","07","207040104","3000462","2.2.1.1.1.12.","188710061","Savivaldybės administracija",6238.25,0,6238.25,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036969","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","07","207040104","3000462","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1310.03,0,1310.03,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036970","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","209020201","3000680","2.2.1.1.1.12.","188710061","Savivaldybės administracija",715.48,0,715.48,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036970","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","209020201","3000680","2.2.1.1.1.12.","188710061","Savivaldybės administracija",150.25,0,150.25,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036971","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","204050205","4000628","2.8.1.1.1.2.","188710061","Savivaldybės administracija",95.18,0,95.18,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036971","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","204050205","4000628","2.8.1.1.1.2.","188710061","Savivaldybės administracija",453.25,0,453.25,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036972","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","61","207060101","3000415","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1291.85,0,1291.85,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036972","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","61","207060101","3000415","2.2.1.1.1.12.","188710061","Savivaldybės administracija",6151.68,0,6151.68,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036973","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",28938.93,0,28938.93,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036973","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",137804.42,0,137804.42,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036996","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",628.36,0,628.36,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036996","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",131.96,0,131.96,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036997","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060111","3000655","2.2.1.1.1.12.","188710061","Savivaldybės administracija",4829.98,0,4829.98,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036997","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060111","3000655","2.2.1.1.1.12.","188710061","Savivaldybės administracija",22999.92,0,22999.92,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036998","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060101","3000415","2.2.1.1.1.12.","188710061","Savivaldybės administracija",727961.58,0,727961.58,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0036998","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060101","3000415","2.2.1.1.1.12.","188710061","Savivaldybės administracija",152871.93,0,152871.93,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037006","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060108","2000011","2.2.1.1.1.12.","188710061","Savivaldybės administracija",90.31,0,90.31,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037006","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","01","207060108","2000011","2.2.1.1.1.12.","188710061","Savivaldybės administracija",430.04,0,430.04,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037007","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","61","207040205","3000517","2.2.1.1.1.12.","188710061","Savivaldybės administracija",68625.63,0,68625.63,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037007","2022-12-30T00:00","2022-12-30T00:00","Nedelsiant","EUR","STANDARD","61","207040205","3000517","2.2.1.1.1.12.","188710061","Savivaldybės administracija",14411.38,0,14411.38,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037008","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2208.67,0,2208.67,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037008","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",463.82,0,463.82,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037009","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",113.96,0,113.96,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037009","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",23.93,0,23.93,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037014","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",2238.41,0,2238.41,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037014","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",470.07,0,470.07,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037019","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",1141.98,0,1141.98,,"Administracija EUR"
"2022","Grinda, UAB","120153047","29-621/18(1.2.16-TD2)","2022-12-30T00:00","GAO0037019","2022-12-30T00:00","2022-12-30T00:00","30 dienų","EUR","STANDARD","61","207060103","3000664","2.2.1.1.1.12.","188710061","Savivaldybės administracija",5438,0,5438,,"Administracija EUR"
